id,title,description,availability,condition,price,link,image_link,brand,google_product_category,fb_product_category,quantity_to_sell_on_facebook,sale_price,sale_price_effective_date,item_group_id,gender,color,size,age_group,material,pattern,shipping,shipping_weight,video[0].url,video[0].tag[0],gtin,product_tags[0],product_tags[1],style[0]
7YZDYirIDVZqWLST0O7Wp6,2020 Winninger Brückstück,"Aromen und Stil Tiefes Goldgelb im Glas. In der Nase ein intensives exotisches Bouquet – ein ganzer Strauß von Mango, Ananas und reifer Frucht. Am Gaumen entfaltet sich enorme Kraft, getragen von feinen Holzaromen aus dem 500 Liter Tonneau. Das voluminöse Finale hallt lange nach. Das Besondere an unseren großen Lagenweinen Der kleinste Weinberg in Winningen, geprägt von Tonschiefer, Sandstein und Basalt. Die Steillagenarbeit fordert vollen Einsatz – jede Terrasse wird von Hand bewirtschaftet. Der Ausbau im 500 Liter Holzfass bringt feine Würze und Tiefe, ohne die Frucht zu überlagern. Ein Wein, der Geschichte und Handwerk in einer Flasche vereint. Foodpairing Indisches Curry mit leichter Schärfe Lamm Tajine mit Couscous Gefüllter Schweinebauch oder Krustenbraten Gegrillte Mittelmeerfische Blauschimmelkäse Trinken Nach einjähriger Flaschenruhe erhältlich. Jetzt genießen oder noch fünf Jahre reifen lassen. Der Wein Winninger Brückstück Riesling verbindet Basaltkraft mit Schiefermineralität. Ein Großer Lagenwein voller Tiefe, Geschichte und Exotik.

Jahrgang: 2020 | Rebsorte: Riesling | Geschmack: [object Object] | Qualität: Spätlese | Alkohol: 13.5% | Füllmenge: 0.75L",in stock,new,28.00 EUR,https://www.kirsten-liebieg.de/produkt/2020-winninger-brueckstueck,https://cdn.sanity.io/images/3y5r987r/production/e1b71595fe09df0ee3b0a968d9d75198dccc61cc-1024x1024.png?w=1200&q=100,"Erzeugerabfüllung Kirsten Wein und Sekt GmbH, Krainstraße 5, DE-54340, Klüsserath","Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Food & Beverage > Alcoholic Beverages > Wine,337,,,,unisex,,0.75L,adult,,,,,,,2021,,,Vollmundig & Komplex
uyJSzIis1XqQu6ECM9xgZn,2020 Winninger Hamm,"Aromen und Stil Intensives Goldgelb im Glas. In der Nase exotische und zitrische Aromen – Mandarine, Grapefruit, Papaya und ein Hauch Eukalyptus. Am Gaumen dicht und saftig, mit feinem Tannin aus dem Barrique, das Struktur gibt. Ein kräftiger Mittelteil geht in ein geschmeidiges, würziges und mineralisches Finale über. Das Besondere an unseren Lagenweinen Die Arbeit im Winninger Hamm ist Handarbeit pur: Bis zu 1000 Stunden pro Hektar werden hier investiert. Die Reben wurzeln tief in fein gesplittertem Schiefer und vulkanischem Bims. Der Ausbau im kleinen Holzfass bringt elegante Würze, während die Mineralität der Mosel die Frucht trägt. Foodpairing Kräftige asiatische und orientalische Küche Gegrilltes Rind oder Schwein Kabeljau oder Seeteufel Reifer Weich und Hartkäse Trinken Nach einem Jahr Flaschenruhe erhältlich. Mit drei bis fünf Jahren Reife zeigt er seine volle Eleganz und Tiefe. Der Wein Winninger Hamm Riesling spiegelt die Dramatik der Mosel Terrassen wider. Ein Lagenwein mit exotischem Aromenspiel, Schieferwürze und langem Abgang – kraftvoll und doch fein.

Jahrgang: 2020 | Rebsorte: Riesling | Geschmack: [object Object] | Qualität: Spätlese | Alkohol: 14.5% | Füllmenge: 0.75L",in stock,new,28.00 EUR,https://www.kirsten-liebieg.de/produkt/2020-winninger-hamm,https://cdn.sanity.io/images/3y5r987r/production/3deb9695c940bbcab6169b1e92cad1a7601e0e44-1800x1800.jpg?w=1200&q=100,"Erzeugerabfüllung Kirsten Wein und Sekt GmbH, Krainstraße 5, DE-54340, Klüsserath","Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Food & Beverage > Alcoholic Beverages > Wine,360,,,,unisex,,0.75L,adult,,,,,,,2020,,,Vollmundig & Komplex
uyJSzIis1XqQu6ECM9xgV1,2021 Alte Reben ,"Aromen und Stil Kräftiges Goldgelb im Glas. In der Nase intensive tropische Frucht mit Ananas und Mango. Am Gaumen konzentriert, kraftvoll und dennoch nicht überladen. Saftige Exotik, feine Restsüße und elegante Säure verschmelzen zu einem warm-würzigen Finale. Mit Reife entwickeln sich Noten von Dörrobst und Karamell, die dem Wein zusätzliche Tiefe verleihen. Das Besondere an unseren großen Lagenweinen Bis zu 1000 Stunden Handarbeit pro Hektar stecken in den Steillagen. Die Alten Reben der Klüsserather Bruderschaft wurden 1921 gepflanzt – kleinbeerig, intensiv und voller Energie. Nach der späten Lese folgt eine Maischestandzeit, offene Sedimentation und spontane Gärung. Ein Teil des Mostes reift im Barrique, der biologische Säureabbau sorgt für cremige Eleganz. Anschließend bleibt der Wein bis in den Spätsommer auf der Feinhefe und bekommt mindestens ein Jahr Flaschenruhe, bevor er in den Verkauf kommt. Foodpairing Wildpaté und kräftige Fleischgerichte Paella mit Safran Indische Currys Gereifter Käse mit nussigen Noten Trinken Ab einem Jahr Flaschenreife trinkbereit. Mit fünf bis zehn Jahren Lagerung entfaltet sich die volle Eleganz und Tiefe. Der Wein Alte Reben Riesling ist das große Aushängeschild unseres Weinguts. Ein Wein, der Mosel Schiefer, Zeit und Handwerk zu einer Geschichte im Glas verbindet – kraftvoll, mineralisch und unvergänglich.

Jahrgang: 2021 | Rebsorte: Riesling | Geschmack: trocken | Qualität: Qualitätswein | Alkohol: 12.5% | Füllmenge: 0.75L",in stock,new,28.00 EUR,https://www.kirsten-liebieg.de/produkt/2021-alte-reben,https://cdn.sanity.io/images/3y5r987r/production/64dbd3578f5f485b49f047c120ab32163bda92b8-1800x1800.jpg?w=1200&q=100,"Erzeugerabfüllung Kirsten Wein und Sekt GmbH, Krainstraße 5, DE-54340, Klüsserath","Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Food & Beverage > Alcoholic Beverages > Wine,2059,,,,unisex,,0.75L,adult,,,,,,,2110,,,Vollmundig & Komplex
uyJSzIis1XqQu6ECM9xi94,2021 Herzstück,"Aromen und StilKräftiges Goldgelb im Glas. In der Nase Aprikose, Weinbergpfirsich, Grapefruit und exotische Früchte wie Ananas und Papaya. Dazu feine Kräuter, Pfefferminze und ein Hauch Eukalyptus. Am Gaumen dicht und stoffig, mit exotischer Frucht, feiner Säure und mineralischem Biss. Das Finale ist lang, würzig und entwickelt mit den Jahren elegante Noten von Honig und Trockenfrüchten. Das Besondere an unseren Lagenweinen Die Klüsserather Bruderschaft ist ein Steilhang mit bis zu 1000 Handarbeitsstunden pro Hektar. Im Herzstück, dem Kern der Lage, ernten wir Trauben, die in kurzer Maischestandzeit vorbereitet und anschließend spontan vergoren werden. Der biologische Säureabbau sorgt für cremige Eleganz. Bis in den Spätsommer reift der Wein auf der Feinhefe, bevor er nach einem Jahr Flaschenruhe seine volle Strahlkraft zeigt. Foodpairing Asiatische Küche mit leichter Schärfe Mediterrane Gerichte Geschmortes Kalbfleisch oder Reh Risotto mit Waldpilzen Trinken Ab einem Jahr Flaschenreife verfügbar. Mit drei bis fünf Jahren Lagerung erreicht er seine größte Eleganz. Der Wein Herzstück Riesling ist ein echtes Juwel der Klüsserather Bruderschaft. Ein Lagenwein, der exotische Aromen, Schiefermineralität und tiefe Eleganz vereint.

Jahrgang: 2021 | Rebsorte: Riesling | Geschmack: trocken | Qualität: Qualitätswein | Alkohol: 12.5% | Füllmenge: 0.75L",in stock,new,22.00 EUR,https://www.kirsten-liebieg.de/produkt/2021-herzstueck,https://cdn.sanity.io/images/3y5r987r/production/4ecbbd0526a21e0aaab18096f4984130ded3b1e8-1024x1024.jpg?w=1200&q=100,"Erzeugerabfüllung Kirsten Wein und Sekt GmbH, Krainstraße 5, DE-54340, Klüsserath","Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Food & Beverage > Alcoholic Beverages > Wine,1609,,,,unisex,,0.75L,adult,,,,,,,2109,,,Aromatisch & Charmant
7YZDYirIDVZqWLST0O7Sao,2021 PUR,"Aromen und Stil Kräftiges Goldgelb im Glas. In der Nase reife Birne und Grapefruit, dazu Vanille und Rauch. Mit Luft entwickeln sich Ananas, Mango und Maracuja. Am Gaumen wechselt das Spiel: Mal dominiert Exotik, mal Grapefruit, dann wieder Karamell und Honig. Die cremige Säure ist dezent, hebt aber die Mineralität der Mosel hervor. Mit Reife zeigen sich elegante Trockenfruchtaromen. Das Besondere an unseren Lagenweinen Bis zu 1000 Stunden Handarbeit pro Hektar – die Steillagen der Klüsserather Bruderschaft fordern alles. Nach einer späten Lese geben wir den Trauben Zeit: Kurze Maischestandzeit, offene Sedimentation, spontane Gärung und biologischer Säureabbau. Ein Teil gärt im Barrique, was Würze bringt, ohne die Frucht zu überlagern. Danach bleibt der Wein bis in den Spätsommer auf der Feinhefe, bevor er mindestens ein Jahr Flaschenruhe erhält. Foodpairing Confiertes Ei mit Trüffel Rote Bete mit Ziegenkäse Gegrilltes Kalbfleisch mit Röstaromen Würzige Pilzgerichte Trinken Nach einjähriger Flaschenreife erhältlich. Mit drei bis zehn Jahren Lagerung entfaltet er seine ganze Eleganz und Komplexität. Der Wein PUR Riesling ist Mosel pur – mineralisch, cremig, voller Spannung. Ein Lagenwein, der zeigt, wie lohnenswert Geduld im Keller sein kann.

Jahrgang: 2021 | Rebsorte: Riesling | Geschmack: trocken | Qualität: Qualitätswein | Alkohol: 13% | Füllmenge: 0.75L",in stock,new,22.00 EUR,https://www.kirsten-liebieg.de/produkt/2021-pur,https://cdn.sanity.io/images/3y5r987r/production/5d72817462a09176cee63d9310c2f0768cc07757-1800x1800.jpg?w=1200&q=100,"Erzeugerabfüllung Kirsten Wein und Sekt GmbH, Krainstraße 5, DE-54340, Klüsserath","Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Food & Beverage > Alcoholic Beverages > Wine,181,,,,unisex,,0.75L,adult,,,,,,,2111,,,Mineralisch & Tiefgründig
O3vhvzQcxG7VqPlmCEKc0I,2021 Piesporter Goldtröpfchen,"Aromen und Stil Feinherb heißt hier: Zarte Süße, belebende Säure und eine feine Würze, die dem Wein Struktur gibt. Er wirkt saftig und animierend, bleibt dabei klar und elegant. Ein Riesling, der nicht laut sein muss, um Eindruck zu machen. Foodpairing Asiatische Küche mit milder Schärfe Geflügelgerichte Würzige Gemüsegerichte Ziegenkäse Trinken Gut gekühlt bei 8 bis 10 Grad. Der Wein Der Piesporter Riesling Feinherb verbindet die typische Aromatik der Lage mit einer feinherben Stilistik, die sofort Spaß macht: Frucht, Frische und Würze in sehr harmonischer Balance.

Jahrgang: 2021 | Rebsorte: Riesling | Geschmack: lieblich | Qualität: Spätlese | Alkohol: 7.5% | Füllmenge: 0.75L",in stock,new,24.00 EUR,https://www.kirsten-liebieg.de/produkt/2021-piesporter-goldtroepfchen,https://cdn.sanity.io/images/3y5r987r/production/304eff8fa1305ed413c8e92a3ba52d838a0e8cf8-1800x1800.jpg?w=1200&q=100,"Erzeugerabfüllung Kirsten Wein und Sekt GmbH, Krainstraße 5, DE-54340, Klüsserath","Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Food & Beverage > Alcoholic Beverages > Wine,1044,,,,unisex,,0.75L,adult,,,,,,,2152,,,Frisch & Lebendig
uyJSzIis1XqQu6ECM9xjRd,2021 Trittenheimer Apotheke,"Aromen und Stil Zartes Goldgelb im Glas. In der Nase steinige Mineralität, frischer Apfel, Birne und Quitte. Am Gaumen komplex, salzig und vielschichtig. Die Frucht wechselt sich mit feiner Säure ab, das Finale hallt lange nach – ungewohnt und doch vertraut. Das Besondere an unseren großen Lagenweinen Die Trittenheimer Apotheke ist eine der spektakulärsten Steillagen. Kein Weg führt von oben hinunter – jede Terrasse muss einzeln erklommen werden. Selbst der Reblaus war es zu steil. Hier wachsen wurzelechte Reben auf schmalen Terrassen mit flachgründigem Schieferboden. Im Keller wartet ein 1000 Liter Granitfass: Ein Teil der Beeren vergärt darin spontan, der Stein bringt eine zusätzliche salzige Dimension zur Mineralität des Schiefers. Limitiert auf nur 1000 Liter. Foodpairing Gebratene oder pochierte Süßwasserfische Flusskrebse mit frischem Gemüse Feine Vorspeisen mit Kräutern Trinken Ab einem Jahr Flaschenreife erhältlich. Danach fünf Jahre und länger lagerfähig. Der Wein Trittenheimer Apotheke Riesling ist ein großer Mosel Klassiker. Ein Wein voller Spannung, geprägt von alten Reben, spektakulären Steillagen und der Eleganz des Granitfass Ausbaus.

Jahrgang: 2021 | Rebsorte: Riesling | Geschmack: trocken | Qualität: Qualitätswein | Alkohol: 12.5% | Füllmenge: 0.75L",in stock,new,28.00 EUR,https://www.kirsten-liebieg.de/produkt/2021-trittenheimer-apotheke,https://cdn.sanity.io/images/3y5r987r/production/05e02b904c0efface21210e8fe2cfea2e012464e-1800x1800.jpg?w=1200&q=100,"Erzeugerabfüllung Kirsten Wein und Sekt GmbH, Krainstraße 5, DE-54340, Klüsserath","Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Food & Beverage > Alcoholic Beverages > Wine,854,,,,unisex,,0.75L,adult,,,,,,,2115,,,Mineralisch & Tiefgründig
O3vhvzQcxG7VqPlmCEKeFj,2021 Winninger Brückstück,"

Jahrgang: 2021 | Rebsorte: Riesling | Geschmack: trocken | Qualität: Qualitätswein | Alkohol: 12.2% | Füllmenge: 0.75L",in stock,new,28.00 EUR,https://www.kirsten-liebieg.de/produkt/2021-winninger-brueckstueck,https://cdn.sanity.io/images/3y5r987r/production/e1b71595fe09df0ee3b0a968d9d75198dccc61cc-1024x1024.png?w=1200&q=100,"Erzeugerabfüllung Kirsten Wein und Sekt GmbH, Krainstraße 5, DE-54340, Klüsserath","Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Food & Beverage > Alcoholic Beverages > Wine,536,,,,unisex,,0.75L,adult,,,,,,,2121,,,Vollmundig & Komplex
7YZDYirIDVZqWLST0O7Vmf,2021 Winninger Hamm ,"Aromen und Stil Intensives Goldgelb im Glas. In der Nase exotische und zitrische Aromen – Mandarine, Grapefruit, Papaya und ein Hauch Eukalyptus. Am Gaumen dicht und saftig, mit feinem Tannin aus dem Barrique, das Struktur gibt. Ein kräftiger Mittelteil geht in ein geschmeidiges, würziges und mineralisches Finale über. Das Besondere an unseren Lagenweinen Die Arbeit im Winninger Hamm ist Handarbeit pur: Bis zu 1000 Stunden pro Hektar werden hier investiert. Die Reben wurzeln tief in fein gesplittertem Schiefer und vulkanischem Bims. Der Ausbau im kleinen Holzfass bringt elegante Würze, während die Mineralität der Mosel die Frucht trägt. Foodpairing Kräftige asiatische und orientalische Küche Gegrilltes Rind oder Schwein Kabeljau oder Seeteufel Reifer Weich und Hartkäse Trinken Nach einem Jahr Flaschenruhe erhältlich. Mit drei bis fünf Jahren Reife zeigt er seine volle Eleganz und Tiefe. Der Wein Winninger Hamm Riesling spiegelt die Dramatik der Mosel Terrassen wider. Ein Lagenwein mit exotischem Aromenspiel, Schieferwürze und langem Abgang – kraftvoll und doch fein.

Jahrgang: 2021 | Rebsorte: Riesling | Geschmack: trocken | Qualität: Qualitätswein | Alkohol: 12% | Füllmenge: 0.75L",in stock,new,28.00 EUR,https://www.kirsten-liebieg.de/produkt/2021-winninger-hamm,https://cdn.sanity.io/images/3y5r987r/production/3deb9695c940bbcab6169b1e92cad1a7601e0e44-1800x1800.jpg?w=1200&q=100,"Erzeugerabfüllung Kirsten Wein und Sekt GmbH, Krainstraße 5, DE-54340, Klüsserath","Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Food & Beverage > Alcoholic Beverages > Wine,252,,,,unisex,,0.75L,adult,,,,,,,2120,,,Vollmundig & Komplex
O3vhvzQcxG7VqPlmCEKeVs,2021 Winninger Röttgen ,"Aromen und Stil Goldgelb im Glas. In der Nase exotische Frucht mit Ananas, Williamsbirne und Mirabelle, ergänzt durch kräutrige Noten. Am Gaumen zupackend, konzentriert und saftig, mit lebendiger, rassiger Säure. Mineralisch, klar und kraftvoll, mit einem langen Nachhall. Das Besondere an unseren großen Lagenweinen Die Röttgen Terrassen sind so steil, dass sie von Felswänden unterbrochen werden – selbst die Reblaus hat hier aufgegeben. Bis zu 1000 Stunden Handarbeit pro Hektar sind nötig, um die Reben zu pflegen und die Trauben zu ernten. Der Löss und der eisenhaltige Schieferboden bringen Wärme, Zugkraft und mineralische Würze ins Glas. Foodpairing Lachs mit Limone Gegrillte Meeresfrüchte Mediterrane Vorspeisen Trinken Am besten jung bei 9 bis 11 Grad. Mit einigen Jahren Reife gewinnt er an Eleganz und Tiefe. Der Wein Winninger Röttgen Riesling ist ein Lagenwein voller Mosel Energie. Steillage, Schiefer und Eisen prägen seinen Charakter – ein Riesling, der zupackt und begeistert.

Jahrgang: 2021 | Rebsorte: Riesling | Geschmack: trocken | Qualität: Qualitätswein | Alkohol: 12.5% | Füllmenge: 0.75L",in stock,new,32.00 EUR,https://www.kirsten-liebieg.de/produkt/2021-winninger-roettgen,https://cdn.sanity.io/images/3y5r987r/production/de3915c4b91eb2607ac68008922cb64faee2014c-1800x1800.jpg?w=1200&q=100,"Erzeugerabfüllung Kirsten Wein und Sekt GmbH, Krainstraße 5, DE-54340, Klüsserath","Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Food & Beverage > Alcoholic Beverages > Wine,811,,,,unisex,,0.75L,adult,,,,,,,2123,,,Mineralisch & Tiefgründig
7YZDYirIDVZqWLST0O7TgH,2022 Alte Reben ,"Aromen und Stil Kräftiges Goldgelb im Glas. In der Nase intensive tropische Frucht mit Ananas und Mango. Am Gaumen konzentriert, kraftvoll und dennoch nicht überladen. Saftige Exotik, feine Restsüße und elegante Säure verschmelzen zu einem warm-würzigen Finale. Mit Reife entwickeln sich Noten von Dörrobst und Karamell, die dem Wein zusätzliche Tiefe verleihen. Das Besondere an unseren großen Lagenweinen Bis zu 1000 Stunden Handarbeit pro Hektar stecken in den Steillagen. Die Alten Reben der Klüsserather Bruderschaft wurden 1921 gepflanzt – kleinbeerig, intensiv und voller Energie. Nach der späten Lese folgt eine Maischestandzeit, offene Sedimentation und spontane Gärung. Ein Teil des Mostes reift im Barrique, der biologische Säureabbau sorgt für cremige Eleganz. Anschließend bleibt der Wein bis in den Spätsommer auf der Feinhefe und bekommt mindestens ein Jahr Flaschenruhe, bevor er in den Verkauf kommt. Foodpairing Wildpaté und kräftige Fleischgerichte Paella mit Safran Indische Currys Gereifter Käse mit nussigen Noten Trinken Ab einem Jahr Flaschenreife trinkbereit. Mit fünf bis zehn Jahren Lagerung entfaltet sich die volle Eleganz und Tiefe. Der Wein Alte Reben Riesling ist das große Aushängeschild unseres Weinguts. Ein Wein, der Mosel Schiefer, Zeit und Handwerk zu einer Geschichte im Glas verbindet – kraftvoll, mineralisch und unvergänglich.

Jahrgang: 2022 | Rebsorte: Riesling | Geschmack: trocken | Qualität: Qualitätswein | Alkohol: 12% | Füllmenge: 0.75L",in stock,new,28.00 EUR,https://www.kirsten-liebieg.de/produkt/2022-alte-reben,https://cdn.sanity.io/images/3y5r987r/production/64dbd3578f5f485b49f047c120ab32163bda92b8-1800x1800.jpg?w=1200&q=100,"Erzeugerabfüllung Kirsten Wein und Sekt GmbH, Krainstraße 5, DE-54340, Klüsserath","Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Food & Beverage > Alcoholic Beverages > Wine,1392,,,,unisex,,0.75L,adult,,,,,,,2210,,,Vollmundig & Komplex
7YZDYirIDVZqWLST0O7XDM,2022 For Friends,"Aromen und Stil In der Nase reife Aprikose, gelber Apfel und saftige Birne, begleitet von feinen Honignoten und einem Hauch weißer Blüten. Am Gaumen zeigt sich eine harmonische Restsüße, getragen von einer lebendigen Säure. Steinobst, ein dezenter Zitrusakzent und eine feine mineralische Würze sorgen für Frische, Balance und einen eleganten, anhaltenden Abgang. Foodpairing Asiatische Gerichte mit leichter Schärfe Sommerliche Küche mit fruchtigen Akzenten Desserts mit Apfel, Birne oder Beeren Auch solo ein Genuss in geselliger Runde Trinken Jetzt genießen. Gut gekühlt servieren. Die Balance aus Restsüße und Säure sorgt auch mit etwas Reife für anhaltenden Trinkspaß. Der Wein For Friends steht für unkomplizierten Genuss mit Anspruch. Ein fruchtiger Kabinett aus dem Mehringer Zellerberg mit sehr moderatem Alkoholgehalt, lebendiger Säure und animierender Süße. Ein Ortswein, der verbindet und genau dafür gemacht ist.

Jahrgang: 2022 | Rebsorte: Riesling | Geschmack: fruchtsüß | Qualität: Kabinett | Alkohol: 7% | Füllmenge: 0.75L",in stock,new,15.00 EUR,https://www.kirsten-liebieg.de/produkt/2022-for-friends,https://cdn.sanity.io/images/3y5r987r/production/452583959c93c1cb2e6d96368653fea252da8762-1800x1800.jpg?w=1200&q=100,"Erzeugerabfüllung Kirsten Wein und Sekt GmbH, Krainstraße 5, DE-54340, Klüsserath","Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Food & Beverage > Alcoholic Beverages > Wine,426,,,,unisex,,0.75L,adult,,,,,,,2213,,,Aromatisch & Charmant
uyJSzIis1XqQu6ECM9xj1y,2022 Herzstück,"Aromen und Stil Kräftiges Goldgelb im Glas. In der Nase Aprikose, Weinbergpfirsich, Grapefruit und exotische Früchte wie Ananas und Papaya. Dazu feine Kräuter, Pfefferminze und ein Hauch Eukalyptus. Am Gaumen dicht und stoffig, mit exotischer Frucht, feiner Säure und mineralischem Biss. Das Finale ist lang, würzig und entwickelt mit den Jahren elegante Noten von Honig und Trockenfrüchten. Das Besondere an unseren Lagenweinen Die Klüsserather Bruderschaft ist ein Steilhang mit bis zu 1000 Handarbeitsstunden pro Hektar. Im Herzstück, dem Kern der Lage, ernten wir Trauben, die in kurzer Maischestandzeit vorbereitet und anschließend spontan vergoren werden. Der biologische Säureabbau sorgt für cremige Eleganz. Bis in den Spätsommer reift der Wein auf der Feinhefe, bevor er nach einem Jahr Flaschenruhe seine volle Strahlkraft zeigt. Foodpairing Asiatische Küche mit leichter Schärfe Mediterrane Gerichte Geschmortes Kalbfleisch oder Reh Risotto mit Waldpilzen Trinken Ab einem Jahr Flaschenreife verfügbar. Mit drei bis fünf Jahren Lagerung erreicht er seine größte Eleganz. Der Wein Herzstück Riesling ist ein echtes Juwel der Klüsserather Bruderschaft. Ein Lagenwein, der exotische Aromen, Schiefermineralität und tiefe Eleganz vereint.

Jahrgang: 2022 | Rebsorte: Riesling | Qualität: Qualitätswein | Alkohol: 12% | Füllmenge: 0.75L",in stock,new,22.00 EUR,https://www.kirsten-liebieg.de/produkt/2022-herzstueck,https://cdn.sanity.io/images/3y5r987r/production/2c48d6a97adcc3b81067b826a72f8df5d682000c-1024x1024.png?w=1200&q=100,"Erzeugerabfüllung Kirsten Wein und Sekt GmbH, Krainstraße 5, DE-54340, Klüsserath","Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Food & Beverage > Alcoholic Beverages > Wine,601,,,,unisex,,0.75L,adult,,,,,,,2209,,,Aromatisch & Charmant
O3vhvzQcxG7VqPlmCEKfIJ,2022 Pölicher Held,"Aromen und Stil Kräftiges Goldgelb im Glas. In der Nase reife Aprikose, Mirabelle, Mango, Papaya und Ananas. Am Gaumen saftig, dicht und mit fleischiger Frucht. Eine feine Säure hält den Wein lebendig und verhindert jede Schwere. Mit zunehmender Reife treten Noten von Honig, Karamell und getrockneten Früchten hervor, die den Wein noch komplexer machen. Das Besondere an unseren Lagenweinen Die Pölicher Held ist ein nach Süden ausgerichteter Steilhang, der perfekte Bedingungen für ausdrucksstarke Rieslinge bietet. Bis zu 1000 Stunden Handarbeit pro Hektar fließen in die Pflege der Reben und die selektive Lese. Der Ausbau erfolgt traditionell, mit Ruhe und Zeit, sodass die Mosel Mineralität im Glas strahlen kann. Foodpairing Gehaltvolle Ragouts Pikante Currys Krustentiere und Hummer Desserts mit exotischen Früchten Trinken Sofort ein Genuss. Mit einigen Jahren Flaschenreife gewinnt er an Eleganz, Schmelz und Tiefe. Der Wein Pölicher Held Riesling ist das fruchtsüße Aushängeschild unseres Weinguts. Ein Lagenwein, der jedes Jahr mit neuer Vielfalt begeistert und die Mosel in ihrer ganzen Strahlkraft zeigt.

Jahrgang: 2022 | Rebsorte: Riesling | Geschmack: lieblich | Qualität: Spätlese | Alkohol: 8.5% | Füllmenge: 0.75L",in stock,new,24.00 EUR,https://www.kirsten-liebieg.de/produkt/2022-poelicher-held,https://cdn.sanity.io/images/3y5r987r/production/52a10b880340213dc75f586bf6e7416cecfec452-1800x1800.jpg?w=1200&q=100,"Erzeugerabfüllung Kirsten Wein und Sekt GmbH, Krainstraße 5, DE-54340, Klüsserath","Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Food & Beverage > Alcoholic Beverages > Wine,1175,,,,unisex,,0.75L,adult,,,,,,,2214,,,Vollmundig & Komplex
O3vhvzQcxG7VqPlmCEKb6W,2022 Trittenheimer Apotheke,"Aromen und Stil Zartes Goldgelb im Glas. In der Nase steinige Mineralität, frischer Apfel, Birne und Quitte. Am Gaumen komplex, salzig und vielschichtig. Die Frucht wechselt sich mit feiner Säure ab, das Finale hallt lange nach – ungewohnt und doch vertraut. Das Besondere an unseren großen Lagenweinen Die Trittenheimer Apotheke ist eine der spektakulärsten Steillagen. Kein Weg führt von oben hinunter – jede Terrasse muss einzeln erklommen werden. Selbst der Reblaus war es zu steil. Hier wachsen wurzelechte Reben auf schmalen Terrassen mit flachgründigem Schieferboden. Im Keller wartet ein 1000 Liter Granitfass: Ein Teil der Beeren vergärt darin spontan, der Stein bringt eine zusätzliche salzige Dimension zur Mineralität des Schiefers. Limitiert auf nur 1000 Liter. Foodpairing Gebratene oder pochierte Süßwasserfische Flusskrebse mit frischem Gemüse Feine Vorspeisen mit Kräutern Trinken Ab einem Jahr Flaschenreife erhältlich. Danach fünf Jahre und länger lagerfähig. Der Wein Trittenheimer Apotheke Riesling ist ein großer Mosel Klassiker. Ein Wein voller Spannung, geprägt von alten Reben, spektakulären Steillagen und der Eleganz des Granitfass Ausbaus.

Jahrgang: 2022 | Rebsorte: Riesling | Geschmack: trocken | Qualität: Qualitätswein | Alkohol: 11.5% | Füllmenge: 0.75L",in stock,new,28.00 EUR,https://www.kirsten-liebieg.de/produkt/2022-trittenheimer-apotheke,https://cdn.sanity.io/images/3y5r987r/production/05e02b904c0efface21210e8fe2cfea2e012464e-1800x1800.jpg?w=1200&q=100,"Erzeugerabfüllung Kirsten Wein und Sekt GmbH, Krainstraße 5, DE-54340, Klüsserath","Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Food & Beverage > Alcoholic Beverages > Wine,1103,,,,unisex,,0.75L,adult,,,,,,,2215,,,Mineralisch & Tiefgründig
uyJSzIis1XqQu6ECM9xg3Z,2022 Vierpass Riesling,"

Jahrgang: 2022 | Rebsorte: Riesling | Geschmack: trocken | Qualität: Qualitätswein | Alkohol: 12% | Füllmenge: 0.75L",in stock,new,12.00 EUR,https://www.kirsten-liebieg.de/produkt/2022-vierpass-riesling,https://cdn.sanity.io/images/3y5r987r/production/d639bd8aca46dffeec2fdc83235f801883a3c2ea-1800x1800.jpg?w=1200&q=100,"Erzeugerabfüllung Kirsten Wein und Sekt GmbH, Krainstraße 5, DE-54340, Klüsserath","Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Food & Beverage > Alcoholic Beverages > Wine,1295,,,,unisex,,0.75L,adult,,,,,,,2206,,,
